10.417495,0.245,40.75,164,16,20480,14600,164,16,164,0,0,0,0,Random
0.341555,0.079,164.544,65160,24,14720,14600,1139576,24,13056,203,520,71,13,Random
10.405245,0.399,40.102,164,16,20480,14600,164,16,164,0,0,0,0,Random
10.357496,0.237,40.075,164,16,20480,14600,164,16,164,0,0,0,0,Random
10.316121,0.246,40.307,164,16,20480,14600,164,16,164,0,0,0,0,Random
0.265573,0.076,141.921,65160,24,14720,14600,1640584,24,13056,161,482,95,27,Random
0.321067,0.049,193.548,65160,24,14720,14600,2567304,24,13056,324,903,355,34,Random
10.253872,0.26,40.171,164,16,20480,14600,164,16,164,0,0,0,0,Random
10.351371,0.161,40.278,164,16,20480,14600,164,16,164,0,0,0,0,Random
0.334123,0.076,64.723,65160,24,14720,14600,434400,24,13056,230,351,33,16,Random
10.231372,0.127,40.256,164,16,20480,14600,164,16,164,0,0,0,0,Random
38.537268,0.144,226.377,164,16,20480,14600,164,16,164,0,0,0,0,Random
0.16649,0.072,6.209,46336,24,14720,14600,175208,24,13056,18,55,13,2,Random
0.205701,0.07,39.975,65160,24,14720,14600,673320,24,13056,121,460,244,24,Random
0.32987,0.068,160.402,65160,24,14720,14600,1207632,24,13056,333,656,435,42,Random
10.347246,0.184,40.441,164,16,20480,14600,164,16,164,0,0,0,0,Random
0.361394,0.079,182.801,65160,24,14720,14600,501008,24,13056,202,535,214,30,Random
10.456869,0.226,40.788,164,16,20480,14600,164,16,164,0,0,0,0,Random
0.365731,0.073,391.474,65160,24,14720,14600,1201840,24,13056,318,1265,305,54,Random
0.40099,0.085,40.651,65160,24,14720,14600,905000,24,13056,161,242,445,15,Random
10.42612,0.433,40.174,164,16,20480,14600,164,16,164,0,0,0,0,Random
0.521798,0.208,7.373,7240,24,14720,14600,17376,24,13056,0,0,0,0,Random
10.525368,0.162,40.646,164,16,20480,14600,164,16,164,0,0,0,0,Random
0.395085,0.079,449.581,65160,24,14720,14600,1216320,24,13056,358,1670,699,39,Random
10.42487,0.261,40.477,164,16,20480,14600,164,16,164,0,0,0,0,Random
0.337701,0.079,99.058,65160,8,14720,14600,912240,24,13056,606,842,788,46,Random
0.300756,0.114,40.689,65160,880,14720,14600,347520,1448,0,23,26,26,2,Random
10.291871,0.157,40.878,164,16,20480,14600,164,16,164,0,0,0,0,Random
0.314534,0.074,162.461,65160,24,14720,14600,1041112,24,13056,241,1017,198,19,Random
10.372995,0.391,40.106,164,16,20480,14600,164,16,164,0,0,0,0,Random
0.296598,0.076,40.082,65160,24,14720,14600,582096,24,13056,83,358,0,15,Random
10.318996,0.309,40.396,164,16,20480,14600,164,16,164,0,0,0,0,Random
0.323697,0.074,94.692,65160,24,14720,14600,918032,24,24,480,1205,504,40,Random
11.541231,0.167,40.159,164,16,20480,14600,164,16,164,0,0,0,0,Random
0.3193,0.075,84.153,65160,24,14720,14600,909344,24,13056,294,790,343,30,Random
10.356496,0.269,40.061,164,16,20480,14600,164,16,164,0,0,0,0,Random
10.546118,0.238,40.365,164,16,20480,14600,164,16,164,0,0,0,0,Random
0.339637,0.085,81.772,65160,24,14720,14600,573408,24,13056,37,120,90,2,Random
0.230517,0.075,3.483,53576,24,14720,14600,124528,24,13056,17,34,0,4,Random
0.296065,0.071,177.284,65160,24,14720,14600,880384,24,13056,258,969,349,26,Random
10.547243,0.4,40.273,164,16,20480,14600,164,16,164,0,0,0,0,Random
10.478244,0.414,40.789,164,16,20480,14600,164,16,164,0,0,0,0,Random
0.329646,0.078,104.613,65160,24,14720,14600,935408,24,13056,422,117,100,13,Random
0.274671,0.078,40.619,65160,24,14720,14600,984640,24,13056,347,1259,305,39,Random
10.405995,0.386,40.511,164,16,20480,14600,164,16,164,0,0,0,0,Random
0.343051,0.072,163.88,65160,24,14720,14600,962920,24,13056,302,488,614,20,Random
10.334621,0.352,40.399,164,16,20480,14600,164,16,164,0,0,0,0,Random
0.309517,0.081,166.479,65160,24,14720,14600,2587576,24,13056,271,868,375,26,Random
10.412995,0.233,40.486,164,16,20480,14600,164,16,164,0,0,0,0,Random
0.222012,0.072,134.582,65160,24,14720,14600,1039664,24,13056,262,889,463,33,Random
10.352496,0.263,39.994,164,16,20480,14600,164,16,164,0,0,0,0,Random
10.307871,0.181,40.225,164,16,20480,14600,164,16,164,0,0,0,0,Random
0.289766,0.084,153.847,65160,24,14720,14600,447432,24,13056,56,275,196,7,Random
0.268903,0.116,1.07,65160,24,14720,14600,306976,24,13056,18,20,13,1,Random
0.345211,0.088,40.702,65160,24,14720,14600,4068880,24,13056,152,511,208,20,Random
0.311654,0.079,84.073,65160,8,14720,14600,538656,24,13056,436,1633,524,31,Random
10.228747,0.286,39.51,164,16,20480,14600,164,16,164,0,0,0,0,Random
10.41912,0.495,40.459,164,16,20480,14600,164,16,164,0,0,0,0,Random
0.379063,0.084,85.874,65160,24,14720,14600,764544,24,13056,283,540,363,39,Random
10.308871,0.115,40.719,164,16,20480,14600,164,16,164,0,0,0,0,Random
0.271159,0.075,40.289,65160,24,14720,14600,456120,24,13056,24,91,163,1,Random
10.575243,0.283,40.677,164,16,20480,14600,164,16,164,0,0,0,0,Random
0.233947,0.068,164.411,65160,24,14720,14600,923824,24,13056,375,879,378,39,Random
10.438495,0.142,40.231,164,16,20480,14600,164,16,164,0,0,0,0,Random
0.301229,0.074,40.746,65160,24,14720,14600,1267000,24,13056,369,750,354,38,Random
11.578406,0.297,39.504,164,16,17536,14600,164,16,164,0,0,0,0,Random
10.436495,0.397,40.33,164,16,20480,14600,164,16,164,0,0,0,0,Random
0.24689,0.066,201.417,65160,24,14720,14600,1000568,24,13056,328,1044,331,29,Random
10.701116,0.282,42.498,164,16,20480,14600,164,16,164,0,0,0,0,Random
0.368029,0.077,40.071,65160,24,14720,14600,456120,24,13056,72,268,60,5,Random
10.447494,0.368,40.278,164,16,20480,14600,164,16,164,0,0,0,0,Random
0.297815,0.065,40.762,65160,24,14720,14600,973056,24,13056,266,571,213,32,Random
10.435745,0.415,40.136,164,16,20480,14600,164,16,164,0,0,0,0,Random
10.294496,0.314,39.754,164,16,20480,14600,164,16,164,0,0,0,0,Random
0.460071,0.078,40.583,65160,24,14720,14600,657392,24,13056,223,660,176,5,Random
0.29747,0.072,60.333,65160,24,14720,14600,1094688,24,13056,493,865,612,40,Random
10.345496,0.431,39.645,164,16,20480,14600,164,16,164,0,0,0,0,Random
10.277497,0.32,39.967,164,16,20480,14600,164,16,164,0,0,0,0,Random
0.305218,0.082,40.43,65160,24,14720,14600,761648,24,13056,95,264,186,13,Random
10.413995,0.525,40.431,164,16,20480,14600,164,16,164,0,0,0,0,Random
0.380731,0.068,40.777,65160,24,14720,14600,858664,24,13056,430,767,389,15,Random
10.306996,0.179,39.795,164,16,20480,14600,164,16,164,0,0,0,0,Random
0.386303,0.086,97.932,65160,24,14720,14600,386616,24,13056,150,489,177,16,Random
