17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,15018.499,2.789,2.704,15015.842,15017.425,0.505,2.704,1,1,0,0,0,0,0,10.417495,0.245,40.75,18.441338,8,64,64,7.39166,0.008,40.051,16.106935,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13779.659,3.901,3.619,13773.511,13778.591,0.422,3.619,1,1,0,0,0,0,0,10.405245,0.399,40.102,18.316401,8,64,64,7.204025,0.008,39.216,15.815187,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,11978.261,3.124,3.043,11974.309,11977.17,0.559,3.043,1,1,0,0,0,0,0,10.357496,0.237,40.075,18.252176,8,64,64,7.202116,0.016,39.215,15.77129,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,14394.429,2.708,2.642,14391.412,14393.425,0.3,2.642,1,1,0,0,0,0,0,10.316121,0.246,40.307,18.402209,8,64,64,7.309843,0.018,40.117,15.955641,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
34339,0,34338,2,216595920,34336,227111296,7262,10515376,936,1,1,26494,0,26494,26492,0,0,0,0,0,0,1,1,23231.114,1.83,0,23228.668,0,0.522,2.24,1,1,0,0,0,0,0,0.265573,0.076,141.921,1.709252,11848,64,64,0.024999,0.022,0.028,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,1640584,24,13056,161,482,95,0,3628,0,27,3805,0,1,1,7,1,5581,1460,0,0,2093824,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,0,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,11437.451,2.66,2.576,11434.206,11436.339,0.397,2.576,1,1,0,0,0,0,0,10.253872,0.26,40.171,18.263805,8,64,64,7.266116,0.013,39.636,15.836355,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,11863.072,2.213,2.145,11858.645,11861.713,0.179,2.145,1,1,0,0,0,0,0,10.351371,0.161,40.278,18.198549,8,64,64,7.334752,0.018,39.95,16.022463,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13804.857,1.963,1.859,13801.622,13803.576,0.182,1.859,1,1,0,0,0,0,0,10.231372,0.127,40.256,18.335769,8,64,64,7.356206,0.008,39.743,16.003548,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
16,0,15,8,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13757.811,228.592,228.429,13754.917,13756.821,226.401,228.429,1,1,0,0,0,0,0,38.537268,0.144,226.377,78.003735,8,64,64,8.02362,0.017,39.84,16.587116,10,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,2720,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
9604,0,9603,2,29161776,9601,31164360,1383,2002584,59,1,1,8339,0,8339,8337,0,0,0,0,0,0,1,1,3585.954,3.646,0,3578.154,0,0.26,3.892,1,1,0,0,0,0,0,0.16649,0.072,6.209,0.191209,5679,64,64,0.020999,0.015,0.027,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,46336,24,14720,14600,0,175208,24,13056,18,55,13,0,1096,0,2,258,0,1,1,7,1,1511,1460,0,0,1227904,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,0,0,0,0,0,Normal
35421,0,35420,2,169622240,35417,179415064,6763,9792824,783,1,1,30647,0,30647,30645,0,0,0,0,0,0,1,1,20039.278,1.398,0,20018.674,0,0.47,1.778,1,1,0,0,0,0,0,0.205701,0.07,39.975,0.720113,15229,64,64,0.016499,0.015,0.018,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,673320,24,13056,121,460,244,0,4746,0,24,1951,0,1,1,7,1,6850,1460,0,0,1581312,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,0,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,11631.797,10.565,10.48,11627.71,11630.545,0.196,10.48,1,1,0,0,0,0,0,10.347246,0.184,40.441,18.333657,8,64,64,7.297297,0.012,39.66,15.908793,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,16,0,16,5,1704,9,1704,0,0,0,1,1,12362.265,5.251,5.15,12358.752,12360.836,0.472,5.15,1,1,0,0,0,0,0,10.456869,0.226,40.788,18.446858,8,64,64,7.893921,0.01,39.236,16.518012,10,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
15568,0,15567,2,148047832,15565,153280904,3614,5233072,1381,1,1,13855,0,13855,13853,0,0,0,0,0,0,1,1,15323.827,10.647,0,15313.192,0,10.399,11.034,1,1,0,0,0,0,0,0.40099,0.085,40.651,1.915618,3665,64,64,0.019499,0.012,0.027,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,905000,24,13056,161,242,445,0,1809,0,15,2323,0,1,1,7,1,3231,1460,0,0,1992448,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,0,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,14871.508,2.744,2.674,14866.897,14870.483,0.538,2.674,1,1,0,0,0,0,0,10.42612,0.433,40.174,18.225549,8,64,64,7.317297,0.015,39.854,16.029862,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
45,0,44,2,131096,41,131096,0,0,0,1,1,30,0,30,28,0,0,0,0,0,0,1,1,18.977,1.288,0,3.851,0,0.279,1.547,1,1,0,0,0,0,0,0.521798,0.208,7.373,1.295011,30,64,64,0.016499,0.014,0.019,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,7240,24,14720,14600,0,17376,24,13056,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,0,0,92672,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,11958.547,2.699,2.602,11954.557,11957.512,0.505,2.602,1,1,0,0,0,0,0,10.525368,0.162,40.646,18.418094,8,64,64,7.258298,0.009,39.579,15.917273,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13871.104,3.002,2.922,13867.636,13869.98,0.564,2.922,1,1,0,0,0,0,0,10.42487,0.261,40.477,18.406611,8,64,64,7.203207,0.008,39.317,15.774202,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,Normal
4428,0,4427,2,34561744,4424,35776616,839,1214872,190,1,1,3512,0,3512,3510,0,0,0,0,0,0,1,1,4111.215,0.755,0,4100.15,0,0.204,0.745,1,1,0,0,0,0,0,0.300756,0.114,40.689,1.66964,1791,64,64,0.018499,0.006,0.031,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,880,14720,14600,0,347520,1448,0,23,26,26,0,596,0,2,356,0,1,1,7,1,504,1460,0,0,1413248,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,Normal
