Client/Server IP addr,Client/Server TCP port,packets,RST sent,ACK sent,PURE ACK sent,unique bytes,data pkts,data bytes,rexmit pkts,rexmit bytes,out seq pkts,SYN count,FIN count,Client/Server IP addr,Client/Server TCP port,packets,RST sent,ACK sent,PURE ACK sent,unique bytes,data pkts,data bytes,rexmit pkts,rexmit bytes,out seq pkts,SYN count,FIN count,First time abs,Last time abs,Completion time,C first payload,S first payload,C last payload,S last payload,C first ack,S first ack,C Internal,S Internal,C anonymized,S anonymized,Connection type,P2P type,HTTP type,Average rtt C2S,rtt min,rtt max,Stdev rtt,rtt count,ttl_min,ttl_max,Average rtt S2C,rtt min,rtt max,Stdev rtt,rtt count,ttl_min,ttl_max,P2P subtype,ED2K Data,ED2K Signaling,ED2K C2S,ED2K C2C,ED2K Chat,RFC1323 ws,RFC1323 ts,window scale,SACK req,SACK sent,MSS,max seg size,min seg size,win max,win min,win zero,cwin max,cwin min,initial cwin,rtx RTO,rtx FR,reordering,net dup,unknown,flow control,unnece rtx RTO,unnece rtx FR,!= SYN seqno,RFC1323 ws,RFC1323 ts,window scale,SACK req,SACK sent,MSS,max seg size,min seg size,win max,win min,win zero,cwin max,cwin min,initial cwin,rtx RTO,rtx FR,reordering,net dup,unknown,flow control,unnece rtx RTO,unnece rtx FR,!= SYN seqno,httpignore,httpignore,httpignore,httpignore,httpignore,httpignore,httpignore,httpignore,httpignore,httpignore,httpignore,httpignore,httpignore,httpignore,httpignore,httpignore,httpignore,httpignore,httpignore,httpignore,
172.16.0.1,43762,18,0,17,10,452,6,452,0,0,0,1,1,172.16.0.2,861,18,0,18,6,3088,10,3088,0,0,0,1,1,1.52046E+12,1.52046E+12,14928.662,2.84,2.743,14925.857,14927.558,0.526,2.743,1,1,0,0,0,0,0,10.107874,0.132,39.84,18.201036,8,64,64,7.243389,0.013,39.569,15.874885,11,64,64,0,0,0,0,0,0,1,1,7,1,1,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,1,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,---,6,9,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,-
172.16.0.1,44018,17,0,16,9,452,6,452,0,0,0,1,1,172.16.0.2,861,18,0,18,6,3232,10,3232,0,0,0,1,1,1.52046E+12,1.52046E+12,13347.791,2.72,2.619,13343.819,13346.403,0.467,2.619,1,1,0,0,0,0,0,10.38187,0.307,40.53,18.43021,8,64,64,7.300297,0.011,39.411,15.863991,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,17536,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,1,1460,2896,16,15616,14480,0,2928,16,64,0,0,0,0,0,0,0,0,0,0,0,---,6,9,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,-
172.16.0.1,44274,17,0,16,9,452,6,452,0,0,0,1,1,172.16.0.2,861,17,0,17,5,3136,10,3136,0,0,0,1,1,1.52046E+12,1.52046E+12,14987.786,7.159,2.487,14983.545,14986.425,0.507,2.487,1,1,0,0,0,0,0,10.37737,0.395,40.035,18.193239,8,64,64,7.307115,0.018,39.393,15.808715,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,---,6,9,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,-
172.16.0.1,44492,17,0,16,9,452,6,452,0,0,0,1,1,172.16.0.2,861,17,0,17,5,3040,10,3040,0,0,0,1,1,1.52046E+12,1.52046E+12,13833.281,6.825,2.129,13827.806,13830.092,0.336,2.129,1,1,0,0,0,0,0,10.38787,0.3,40.096,18.317276,8,64,64,7.535295,0.013,40.018,15.964425,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,---,6,9,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,-
172.16.0.1,44748,18,0,17,10,452,6,452,0,0,0,1,1,172.16.0.2,861,18,0,18,6,2992,10,2992,0,0,0,1,1,1.52046E+12,1.52046E+12,14170.91,2.1,2.005,14161.444,14169.442,0.205,2.005,1,1,0,0,0,0,0,10.315371,0.189,40.034,18.305228,8,64,64,7.344661,0.009,39.748,15.968744,11,64,64,0,0,0,0,0,0,1,1,7,1,1,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,1,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,---,6,9,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,-
172.16.0.1,45006,19,0,18,11,452,6,452,0,0,0,1,1,172.16.0.2,861,18,0,18,6,3120,10,3120,0,0,0,1,1,1.52046E+12,1.52046E+12,13711.715,3.662,2.988,13706.724,13709.15,0.434,2.988,1,1,0,0,0,0,0,10.577368,0.355,40.428,18.362826,8,64,64,7.252934,0.015,39.693,15.952854,11,64,64,0,0,0,0,0,0,1,1,7,1,1,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,1,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,---,6,9,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,-
172.16.0.1,45230,17,0,16,9,452,6,452,0,0,0,1,1,172.16.0.2,861,17,0,17,5,3008,10,3008,0,0,0,1,1,1.52046E+12,1.52046E+12,14059.934,2.527,2.411,14056.066,14058.771,0.483,2.411,1,1,0,0,0,0,0,10.481369,0.264,40.371,18.357061,8,64,64,0.140999,0.019,0.643,0.177819,11,64,64,0,0,0,0,0,0,1,1,7,1,2,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,---,6,9,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,-
172.16.0.1,45484,17,0,16,9,452,6,452,0,0,0,1,1,172.16.0.2,861,17,0,17,5,3008,10,3008,0,0,0,1,1,1.52046E+12,1.52046E+12,13259.929,2.562,2.476,13256.038,13258.646,0.399,2.476,1,1,0,0,0,0,0,5.327683,0.267,39.973,13.999395,8,64,64,7.288752,0.018,39.391,15.858806,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,1,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,---,6,9,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,-
172.16.0.1,45704,18,0,17,10,452,6,452,0,0,0,1,1,172.16.0.2,861,17,0,17,5,3072,10,3072,0,0,0,1,1,1.52046E+12,1.52046E+12,12563.164,2.654,2.521,12559.538,12561.766,0.487,2.521,1,1,0,0,0,0,0,10.375995,0.356,40.393,18.391247,8,64,64,7.338479,0.018,39.722,15.911652,11,64,64,0,0,0,0,0,0,1,1,7,1,1,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,---,6,9,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,-
172.16.0.1,45960,18,0,17,10,452,6,452,0,0,0,1,1,172.16.0.2,861,17,0,17,5,3120,10,3120,0,0,0,1,1,1.52046E+12,1.52046E+12,13983.074,4.03,3.908,13978.601,13981.463,0.311,3.908,1,1,0,0,0,0,0,10.42612,0.294,39.963,18.20788,8,64,64,7.320024,0.016,39.669,15.966842,11,64,64,0,0,0,0,0,0,1,1,7,1,1,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,---,6,9,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,-
