packets,RST sent,ACK sent,PURE ACK sent,unique bytes,data pkts,data bytes,rexmit pkts,rexmit bytes,out seq pkts,SYN count,FIN count,packets2,RST sent2,ACK sent2,PURE ACK sent2,unique bytes2,data pkts2,data bytes2,rexmit pkts2,rexmit bytes2,out seq pkts2,SYN count2,FIN count2,Completion time,C first payload,S first payload,C last payload,S last payload,C first ack,S first ack,C Internal,S Internal,C anonymized,S anonymized,Connection type,P2P type,HTTP type,Average rtt C2S,rtt min,rtt max,Stdev rtt,rtt count,ttl_min,ttl_max,Average rtt S2C,rtt min2,rtt max2,Stdev rtt2,rtt count2,ttl_min2,ttl_max2,P2P subtype,ED2K Data,ED2K Signaling,ED2K C2S,ED2K C2C,ED2K Chat,RFC1323 ws,RFC1323 ts,window scale,SACK req,SACK sent,MSS,max seg size,min seg size,win max,win min,win zero,cwin max,cwin min,initial cwin,rtx RTO,rtx FR,reordering,net dup,unknown,flow control,unnece rtx RTO,unnece rtx FR,SYN seqno,RFC1323 ws,RFC1323 ts,window scale,SACK req,SACK sent,MSS2,max seg size2,min seg size2,win max2,win min2,win zero2,cwin max2,cwin min2,initial cwin2,rtx RTO2,rtx FR2,reordering2,net dup2,unknown2,flow control2,unnece rtx RTO2,unnece rtx FR2,SYN seqno2,httpignore,httpignore2,httpignore3,httpignore4,httpignore5,httpignore6,httpignore7,httpignore8
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13246.578,3.841,3.761,13241.68,13243.426,0.421,3.761,1,1,0,0,0,0,0,10.546118,0.238,40.365,18.304536,8,64,64,7.337479,0.013,39.937,15.985965,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
9784,0,9783,2,71619168,9780,74238600,1809,2619432,414,1,1,7619,0,7619,7617,0,0,0,0,0,0,1,1,5089.913,1.446,0,5079.457,0,0.446,1.925,1,1,0,0,0,0,0,0.339637,0.085,81.772,1.967185,3014,64,64,0.025999,0.015,0.037,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,573408,24,13056,37,120,90,0,1304,0,2,670,0,1,1,7,1,1516,1460,0,0,1708672,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0
4198,0,4197,2,17651416,4195,18544832,617,893416,46,1,1,2737,0,2737,2735,0,0,0,0,0,0,1,1,2059.269,1.479,0,2054.531,0,0.305,1.816,1,1,0,0,0,0,0,0.230517,0.075,3.483,0.147297,1701,64,64,0.014999,0.014,0.016,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,53576,24,14720,14600,0,124528,24,13056,17,34,0,0,586,0,4,22,0,1,1,7,1,533,1460,0,0,964480,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0
63030,0,63029,2,471866480,63027,490082320,12580,18215840,3983,1,1,56466,0,56466,56464,0,0,0,0,0,0,1,1,41144.769,1.695,0,41143.38,0,0.41,2.106,1,1,0,0,0,0,0,0.296065,0.071,177.284,2.159053,21780,64,64,0.018499,0.018,0.019,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,880384,24,13056,258,969,349,0,8543,0,26,6418,0,1,1,7,1,11583,1460,0,0,2293632,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1465,0,0,0,0,0
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,11677.152,3.164,3.082,11672.547,11675.345,0.553,3.082,1,1,0,0,0,0,0,10.547243,0.4,40.273,18.26278,8,64,64,7.339297,0.014,40.115,16.052917,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,12869.709,3.097,3.006,12865.13,12868.319,0.492,3.006,1,1,0,0,0,0,0,10.478244,0.414,40.789,18.365154,8,64,64,7.350115,0.015,39.804,15.933319,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
19792,0,19791,2,166008848,19789,171608264,3867,5599416,1680,1,1,17170,0,17170,17168,0,0,0,0,0,0,1,1,15227.706,0.607,0,15216.988,0,0.535,0.957,1,1,0,0,0,0,0,0.329646,0.078,104.613,2.475031,6650,64,64,0.038498,0.036,0.041,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,935408,24,13056,422,117,100,0,2759,0,13,2136,0,1,1,7,1,3008,1460,0,0,2403712,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,0,0,0,0,0
76987,0,76986,2,553230446,76984,576381072,15989,23150626,3216,1,1,61799,0,61799,61797,0,0,0,0,0,0,1,1,54026.385,1.634,0,54017.671,0,1.583,2.017,1,1,0,0,0,0,0,0.274671,0.078,40.619,1.284222,24417,64,64,0.014499,0.012,0.017,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,984640,24,13056,347,1259,305,0,9445,0,39,7810,0,1,1,7,1,13780,1460,0,0,2441344,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1565,0,0,0,0,0
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,12258.927,2.916,2.727,12255.492,12257.799,0.427,2.727,1,1,0,0,0,0,0,10.405995,0.386,40.511,18.305097,8,64,64,7.290479,0.012,39.681,15.894419,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
50423,0,50422,2,443623328,50419,461410560,12284,17787232,3928,1,1,48980,0,48980,48978,0,0,0,0,0,0,1,1,35113.463,0.744,0,35098.942,0,0.694,1.119,1,1,0,0,0,0,0,0.343051,0.072,163.88,2.651942,13551,64,64,0.018999,0.012,0.026,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,962920,24,13056,302,488,614,0,6840,0,20,7948,0,1,1,7,1,10538,1460,0,0,2531200,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1066,0,0,0,0,0
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13909.839,2.883,2.719,13905.776,13908.45,0.585,2.719,1,1,0,0,0,0,0,10.334621,0.352,40.399,18.235919,8,64,64,7.32257,0.004,40.031,15.978478,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
55663,0,55662,2,454713664,55660,471682776,11719,16969112,3299,1,1,43932,0,43932,43930,0,0,0,0,0,0,1,1,39023.488,0.583,0,39018.375,0,0.52,1.047,1,1,0,0,0,0,0,0.309517,0.081,166.479,2.082348,17743,64,64,0.022999,0.02,0.026,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,2587576,24,13056,271,868,375,0,7241,0,26,6237,0,1,1,7,1,8280,1460,0,0,2508032,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201,0,0,0,0,0
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13132.098,2.857,2.742,13127.706,13130.859,0.343,2.742,1,1,0,0,0,0,0,10.412995,0.233,40.486,18.372754,8,64,64,7.33657,0.015,39.779,16.035859,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
78933,0,78932,1,456331704,78931,475015248,12903,18683544,3456,1,0,68482,0,68482,68481,0,0,0,0,0,0,1,0,40168.697,0.553,0,40168.697,0,0.512,0.94,1,1,0,0,0,0,0,0.222012,0.072,134.582,1.159032,33974,64,64,0.017998,0.018,0.018,0,1,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,1039664,24,13056,262,889,463,0,9387,0,33,5325,0,1,1,7,1,14179,1460,0,0,2392192,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1362,0,0,0,0,0
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,14328.572,3.132,3.019,14324.244,14327.314,0.512,3.019,1,1,0,0,0,0,0,10.352496,0.263,39.994,18.187739,8,64,64,7.378387,0.016,39.95,16.093614,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,12787.004,3.057,2.899,12784.48,12786.067,0.57,2.899,1,1,0,0,0,0,0,10.307871,0.181,40.225,18.359788,8,64,64,7.254116,0.011,39.367,15.810521,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
10919,0,10918,2,65861712,10916,68743232,1990,2881520,436,1,0,9450,0,9450,9448,0,0,0,0,0,0,1,1,7490.349,1.199,0,7489.037,0,0.537,1.629,1,1,0,0,0,0,0,0.289766,0.084,153.847,2.79713,4395,64,64,0.017499,0.01,0.025,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,447432,24,13056,56,275,196,0,983,0,7,909,0,1,1,7,1,2057,1460,0,0,1766656,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0
2246,0,2245,2,15702296,2243,16754992,727,1052696,23,1,1,1829,0,1829,1827,0,0,0,0,0,0,1,1,1258.862,2.773,0,1250.585,0,0.529,3.166,1,1,0,0,0,0,0,0.268903,0.116,1.07,0.119403,558,64,64,0.010999,0.01,0.012,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,306976,24,13056,18,20,13,0,394,0,1,304,0,1,1,7,1,422,1460,0,0,1555200,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0
25281,0,25280,2,233204936,25278,242234664,6236,9029728,2018,1,1,22175,0,22175,22173,0,0,0,0,0,0,1,1,21141.802,0.405,0,21134.604,0,0.351,0.761,1,1,0,0,0,0,0,0.345211,0.088,40.702,1.726455,6406,64,64,0.024999,0.014,0.036,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,4068880,24,13056,152,511,208,0,3554,0,20,3809,0,1,1,7,1,5157,1460,0,0,2114176,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964,0,0,0,0,0
82588,0,82587,2,775146672,82584,802603648,18962,27456976,7464,1,1,76160,0,76160,76158,0,0,0,0,0,0,1,1,55120.007,0.388,0,55110.523,0,0.324,0.585,1,1,0,0,0,0,0,0.311654,0.079,84.073,1.875017,25257,64,64,0.025499,0.017,0.034,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,8,14720,14600,0,538656,24,13056,436,1633,524,0,12815,0,31,10987,0,1,1,7,1,13436,1460,0,0,2661504,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1925,0,0,0,0,0
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,12555.067,3.157,3.045,12550.814,12553.957,0.485,3.045,1,1,0,0,0,0,0,10.228747,0.286,39.51,18.026383,8,64,64,7.265479,0.01,39.665,15.929178,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13141.53,3.262,3.059,13137.728,13140.424,0.586,3.059,1,1,0,0,0,0,0,10.41912,0.495,40.459,18.276396,8,64,64,7.266207,0.005,39.53,15.873858,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
48175,0,48174,2,495743256,48172,513516008,12274,17772752,4651,1,1,46293,0,46293,46291,0,0,0,0,0,0,1,1,40489.445,1.534,0,40483.999,0,0.401,1.967,1,1,0,0,0,0,0,0.379063,0.084,85.874,2.136932,11810,64,64,0.019999,0.02,0.02,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,764544,24,13056,283,540,363,0,6945,0,39,8755,0,1,1,7,1,9196,1460,0,0,2464512,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1340,0,0,0,0,0
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13296.044,2.863,2.733,13293.624,13294.82,0.591,2.733,1,1,0,0,0,0,0,10.308871,0.115,40.719,18.318352,8,64,64,7.33357,0.006,39.577,15.937441,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
5269,0,5268,2,37557520,5266,39707800,1485,2150280,334,1,1,5523,0,5523,5521,0,0,0,0,0,0,1,1,3218.835,1.265,0,3215.525,0,0.524,1.635,1,1,0,0,0,0,0,0.271159,0.075,40.289,1.71984,1620,64,64,0.020499,0.012,0.029,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,456120,24,13056,24,91,163,0,1123,0,1,417,0,1,1,7,1,1282,1460,0,0,1977984,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13950.094,2.777,2.721,13946.044,13948.191,0.774,2.721,1,1,0,0,0,0,0,10.575243,0.283,40.677,18.490777,8,64,64,7.250389,0.008,39.613,15.863067,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
83493,0,83492,2,525435792,83489,548676192,16050,23240400,3346,1,1,73752,0,73752,73750,0,0,0,0,0,0,1,1,46126.433,1.43,0,46115.267,0,0.523,1.852,1,1,0,0,0,0,0,0.233947,0.068,164.411,1.346859,32003,64,64,0.032498,0.029,0.036,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,923824,24,13056,375,879,378,0,10241,0,39,7484,0,1,1,7,1,16529,1460,0,0,2212608,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532,0,0,0,0,0
17,0,16,9,452,6,452,0,0,0,1,1,16,0,16,4,2944,10,2944,0,0,0,1,1,12521.92,2.301,2.244,12518.84,12520.744,0.152,2.244,1,1,0,0,0,0,0,10.438495,0.142,40.231,18.330249,8,64,64,7.361024,0.01,39.865,16.059698,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
74304,0,74303,2,585049976,74300,606878576,15075,21828600,4902,1,1,61705,0,61705,61703,0,0,0,0,0,0,1,1,56385.431,0.445,0,56374.167,0,0.382,0.677,1,1,0,0,0,0,0,0.301229,0.074,40.746,1.621953,23783,64,64,0.021499,0.019,0.024,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,1267000,24,13056,369,750,354,0,9611,0,38,8855,0,1,1,7,1,11776,1460,0,0,2282112,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768,0,0,0,0,0
15,0,14,8,452,6,452,0,0,0,1,0,16,0,16,5,2944,10,2944,0,0,0,1,0,12756.378,3.067,2.886,12754.539,12756.378,0.571,2.886,1,1,0,0,0,0,0,11.578406,0.297,39.504,18.971878,7,64,64,8.825457,0.005,39.441,17.350628,9,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,17536,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13937.697,3.003,2.901,13934.486,13936.645,0.419,2.901,1,1,0,0,0,0,0,10.436495,0.397,40.33,18.311142,8,64,64,7.243389,0.012,39.475,15.858988,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
76363,0,76362,2,488482440,76360,509407488,14451,20925048,3734,1,1,68537,0,68537,68535,0,0,0,0,0,0,1,1,44139.604,2.266,0,44130.608,0,0.217,2.494,1,1,0,0,0,0,0,0.24689,0.066,201.417,1.700636,29913,64,64,0.015499,0.014,0.017,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,1000568,24,13056,328,1044,331,0,10116,0,29,6337,0,1,1,7,1,13195,1460,0,0,2172032,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1372,0,0,0,0,0
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13288.589,3.076,2.841,13284.616,13287.624,0.612,2.841,1,1,0,0,0,0,0,10.701116,0.282,42.498,18.887236,8,64,64,7.356479,0.017,40.005,16.124712,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
12794,0,12793,2,134691136,12790,139847464,3561,5156328,1496,1,1,12608,0,12608,12606,0,0,0,0,0,0,1,1,11203.774,0.653,0,11197.73,0,0.428,1.111,1,1,0,0,0,0,0,0.368029,0.077,40.071,1.932565,2972,64,64,0.016999,0.012,0.022,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,456120,24,13056,72,268,60,0,2139,0,5,2513,0,1,1,7,1,2502,1460,0,0,2085120,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0
16,0,15,8,452,6,452,0,0,0,1,1,16,0,16,5,2928,9,2928,0,0,0,1,1,13886.143,2.976,2.795,13882.701,13884.907,0.407,2.795,1,1,0,0,0,0,0,10.447494,0.368,40.278,18.403509,8,64,64,8.063119,0.013,40.029,16.649097,10,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0
50111,0,50110,2,417560008,50107,433957160,11324,16397152,3276,1,1,47244,0,47244,47242,0,0,0,0,0,0,1,1,40155.324,1.089,0,40149.807,0,0.367,1.378,1,1,0,0,0,0,0,0.297815,0.065,40.762,1.69307,15196,64,64,0.017999,0.016,0.02,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,973056,24,13056,266,571,213,0,7430,0,32,6088,0,1,1,7,1,8817,1460,0,0,2056192,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210,0,0,0,0,0
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13062.526,2.805,2.727,13058.291,13061.235,0.566,2.727,1,1,0,0,0,0,0,10.435745,0.415,40.136,18.269848,8,64,64,7.280934,0.018,39.547,15.924918,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,12117.663,2.889,2.545,12114.518,12116.395,0.442,2.545,1,1,0,0,0,0,0,10.294496,0.314,39.754,18.13334,8,64,64,7.23148,0.018,39.231,15.734044,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
33337,0,33336,2,469496813,33334,483853736,9916,14356923,5314,1,1,40822,0,40822,40820,0,0,0,0,0,0,1,1,27098.089,0.622,0,27096.447,0,0.526,1.04,1,1,0,0,0,0,0,0.460071,0.078,40.583,2.738318,6609,64,64,0.012999,0.009,0.017,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,657392,24,13056,223,660,176,0,4547,0,5,9619,0,1,1,7,1,6330,1460,0,0,2348672,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644,0,0,0,0,0
71974,0,71973,2,515641382,71971,537498944,15096,21857562,3957,1,0,62449,0,62449,62447,0,0,0,0,0,0,1,1,54260.73,1.243,0,54253.1,0,0.198,1.454,1,1,0,0,0,0,0,0.29747,0.072,60.333,1.489488,22741,64,64,0.011999,0.011,0.013,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,1094688,24,13056,493,865,612,0,9687,0,40,7356,0,1,1,7,1,13921,1460,0,0,2374784,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1666,0,0,0,0,0
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,11794.137,2.647,2.576,11790.004,11792.929,0.529,2.576,1,1,0,0,0,0,0,10.345496,0.431,39.645,18.051526,8,64,64,7.379206,0.006,39.902,16.049253,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,15655.983,2.412,2.276,15652.361,15654.883,0.431,2.276,1,1,0,0,0,0,0,10.277497,0.32,39.967,18.176252,8,64,64,7.25257,0.01,39.287,15.825152,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
23229,0,23228,2,179352520,23226,185664352,4359,6311832,1661,1,1,18706,0,18706,18704,0,0,0,0,0,0,1,1,14320.418,0.377,0,14311.806,0,0.331,0.631,1,1,0,0,0,0,0,0.305218,0.082,40.43,1.61322,7370,64,64,0.020499,0.012,0.029,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,761648,24,13056,95,264,186,0,3310,0,13,2152,0,1,1,7,1,3584,1460,0,0,2230016,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,0,0,0,0,0
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,12554.951,2.872,2.738,12551.515,12553.983,0.604,2.738,1,1,0,0,0,0,0,10.413995,0.525,40.431,18.188858,8,64,64,7.251389,0.015,39.626,15.919607,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
58365,0,58364,2,702086438,58362,723702184,14929,21615746,6002,1,1,55641,0,55641,55639,0,0,0,0,0,0,1,1,45306.116,1.276,0,45299.115,0,0.548,1.66,1,1,0,0,0,0,0,0.380731,0.068,40.777,2.110713,13612,64,64,0.012999,0.012,0.014,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,858664,24,13056,430,767,389,0,8946,0,15,10385,0,1,1,7,1,9242,1460,0,0,2406656,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1938,0,0,0,0,0
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13468.14,2.093,1.985,13463.936,13466.644,0.203,1.985,1,1,0,0,0,0,0,10.306996,0.179,39.795,18.180663,8,64,64,7.334661,0.019,39.99,16.002388,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
26108,0,26107,2,247506720,26105,257044696,6587,9537976,1600,1,0,21395,0,21395,21393,0,0,0,0,0,0,1,1,22403.407,0.219,0,22394.65,0,0.182,0.4,1,1,0,0,0,0,0,0.386303,0.086,97.932,2.791872,6946,64,64,0.021499,0.016,0.027,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,386616,24,13056,150,489,177,0,3285,0,16,4070,0,1,1,7,1,4162,1460,0,0,2007040,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772,0,0,0,0,0
46342,0,46341,2,368443814,46339,383611616,10476,15167802,2761,1,1,36649,0,36649,36647,0,0,0,0,0,0,1,1,35014.809,1.891,0,35007.093,0,0.514,2.345,1,1,0,0,0,0,0,0.343199,0.016,128.087,2.028287,12600,64,64,0.015999,0.012,0.02,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,1599488,24,13056,192,930,241,0,6703,0,25,5146,0,1,1,7,1,8364,1460,0,0,2386432,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123,0,0,0,0,0
