Client/Server IP addr,Client/Server TCP port,packets,RST sent,ACK sent,PURE ACK sent,unique bytes,data pkts,data bytes,rexmit pkts,rexmit bytes,out seq pkts,SYN count,FIN count,Client/Server IP addr,Client/Server TCP port,packets,RST sent,ACK sent,PURE ACK sent,unique bytes,data pkts,data bytes,rexmit pkts,rexmit bytes,out seq pkts,SYN count,FIN count,First time abs,Last time abs,Completion time,C first payload,S first payload,C last payload,S last payload,C first ack,S first ack,C Internal,S Internal,C anonymized,S anonymized,Connection type,P2P type,HTTP type,Average rtt C2S,rtt min,rtt max,Stdev rtt,rtt count,ttl_min,ttl_max,Average rtt S2C,rtt min,rtt max,Stdev rtt,rtt count,ttl_min,ttl_max,P2P subtype,ED2K Data,ED2K Signaling,ED2K C2S,ED2K C2C,ED2K Chat,RFC1323 ws,RFC1323 ts,window scale,SACK req,SACK sent,MSS,max seg size,min seg size,win max,win min,win zero,cwin max,cwin min,initial cwin,rtx RTO,rtx FR,reordering,net dup,unknown,flow control,unnece rtx RTO,unnece rtx FR,!= SYN seqno,RFC1323 ws,RFC1323 ts,window scale,SACK req,SACK sent,MSS,max seg size,min seg size,win max,win min,win zero,cwin max,cwin min,initial cwin,rtx RTO,rtx FR,reordering,net dup,unknown,flow control,unnece rtx RTO,unnece rtx FR,!= SYN seqno,httpignore,httpignore,httpignore,httpignore,httpignore,httpignore,httpignore,httpignore,httpignore,httpignore,httpignore,httpignore,httpignore,httpignore,httpignore,httpignore,httpignore,httpignore,httpignore,httpignore,
172.16.0.1,35238,17,0,16,9,452,6,452,0,0,0,1,1,172.16.0.2,861,17,0,17,5,2944,10,2944,0,0,0,1,1,1.52052E+12,1.52052E+12,12840.23,43.385,33.176,12786.614,12818.849,20.638,33.176,1,1,0,0,0,0,0,18.641892,2.12,50.624,17.944019,8,64,64,16.525032,0.475,50.189,16.757217,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,---,6,9,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,-
172.16.0.1,35488,19,0,18,11,452,6,452,0,0,0,1,1,172.16.0.2,861,17,0,17,5,2944,10,2944,0,0,1,1,1,1.52052E+12,1.52052E+12,12323.532,43.526,33.341,12259.967,12292.388,20.619,33.341,1,1,0,0,0,0,0,19.547506,3.497,49.893,18.834055,8,64,64,18.00482,10.036,49.448,16.529456,10,64,64,0,0,0,0,0,0,1,1,7,1,1,1460,164,16,17536,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,1,0,0,0,0,0,0,0,0,---,6,9,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,-
172.16.0.1,35744,17,0,16,9,452,6,452,0,0,0,1,1,172.16.0.2,861,17,0,17,5,2944,10,2944,0,0,0,1,1,1.52052E+12,1.52052E+12,14545.593,42.829,32.641,14488.957,14514.257,20.506,32.641,1,1,0,0,0,0,0,19.266884,0.986,50.318,19.37497,8,64,64,17.403024,10.052,49.979,16.064512,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,---,6,9,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,-
172.16.0.1,35968,17,0,16,10,420,5,420,0,0,0,1,1,172.16.0.2,861,17,0,17,5,2944,10,2944,0,0,0,1,1,1.52052E+12,1.52052E+12,15685.726,40.19,30.081,15632.209,15671.768,17.754,30.081,1,1,0,0,0,0,0,20.965986,3.484,50.646,20.266091,7,64,64,16.192216,0.038,50.021,16.828241,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,---,5,9,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,-
172.16.0.1,36224,17,0,16,9,452,6,452,0,0,0,1,1,172.16.0.2,861,17,0,17,5,2944,10,2944,0,0,0,1,1,1.52052E+12,1.52052E+12,14640.483,43.006,32.776,14576.963,14609.46,20.496,32.776,1,1,0,0,0,0,0,20.37937,10.424,49.975,18.226279,8,64,64,17.41766,10.072,50.097,16.104631,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,---,6,9,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,-
172.16.0.1,36482,17,0,16,9,452,6,452,0,0,0,1,1,172.16.0.2,861,17,0,17,5,2944,10,2944,0,0,0,1,1,1.52052E+12,1.52052E+12,11932.821,42.923,32.68,11869.308,11901.895,20.513,32.68,1,1,0,0,0,0,0,20.124123,10.387,50.583,17.803662,8,64,64,17.413569,10.034,49.943,16.065971,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,---,6,9,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,-
172.16.0.1,36700,17,0,16,9,452,6,452,0,0,0,1,1,172.16.0.2,861,17,0,17,5,2944,10,2944,0,0,0,1,1,1.52052E+12,1.52052E+12,13390.311,42.689,32.499,13326.776,13359.407,20.44,32.499,1,1,0,0,0,0,0,20.434495,10.378,50.406,18.389011,8,64,64,16.440214,10.033,49.502,14.15569,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,---,6,9,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,-
172.16.0.1,36956,17,0,16,9,452,6,452,0,0,0,1,1,172.16.0.2,861,16,0,16,4,2944,10,2944,0,0,0,1,1,1.52052E+12,1.52052E+12,13275.795,42.519,32.371,13212.472,13244.896,20.496,32.371,1,1,0,0,0,0,0,16.695791,10.419,50.38,13.918259,8,64,64,16.041127,1.834,50.227,17.057083,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,---,6,9,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,-
172.16.0.1,37212,16,0,15,8,452,6,452,0,0,0,1,1,172.16.0.2,861,16,0,16,5,2928,9,2928,0,0,0,1,1,1.52052E+12,1.52052E+12,14091.833,42.894,32.623,14028.219,14060.913,20.462,32.623,1,1,0,0,0,0,0,20.454619,10.371,50.322,18.239788,8,64,64,18.130619,10.079,50.13,16.696871,10,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,---,6,8,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,-
172.16.0.1,37436,17,0,16,9,452,6,452,0,0,0,1,1,172.16.0.2,861,17,0,17,5,2944,10,2944,0,0,0,1,1,1.52052E+12,1.52052E+12,13855.739,40.315,29.939,13795.237,13827.351,20.552,29.939,1,1,0,0,0,0,0,20.142748,7.922,50.366,18.559864,8,64,64,17.450841,10.038,50.18,16.159285,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,---,6,9,-,-,0,0,0,0,0,0,0,0,0,-,-,0,0,-
