172.16.1.200,50356,17,0,16,9,452,6,452,0,0,0,1,1,172.16.1.1,861,17,0,17,5,2944,10,2944,0,0,0,1,1,1529420309235.489990,1529420323171.385986,13935.896000,54.426000,27.959000,13854.875000,13882.939000,26.703000,27.959000,1,1,0,0,0,0,0,9.826627,0.087000,39.542000,17.939349,8,64,64,33.445241,26.123000,65.232000,15.624666,11,64,64,0,0,0,0,0,0,1,1,11,1,0,1460,164,16,49152,42340,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,11,1,0,1460,1448,16,45056,43440,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,---,6,9,-,-,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,-,-,0.0,0.0,-
172.16.1.200,50454,17,0,16,9,452,6,452,0,0,0,1,1,172.16.1.1,861,17,0,17,5,2944,10,2944,0,0,0,1,1,1529420325199.579102,1529420336784.197998,11584.619000,54.248000,27.779000,11502.821000,11531.686000,26.542000,27.779000,1,1,0,0,0,0,0,10.018125,0.063000,41.180000,18.335298,8,64,64,33.437151,26.165000,65.030000,15.581336,11,64,64,0,0,0,0,0,0,1,1,11,1,0,1460,164,16,49152,42340,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,11,1,0,1460,1448,16,45056,43440,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,---,6,9,-,-,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,-,-,0.0,0.0,-
172.16.1.200,50540,17,0,16,9,452,6,452,0,0,0,1,1,172.16.1.1,861,17,0,17,5,2944,10,2944,0,0,0,1,1,1529420339222.788086,1529420353434.010986,14211.223000,54.116000,27.746000,14123.623000,14151.764000,26.385000,27.746000,1,1,0,0,0,0,0,9.941001,0.097000,39.942000,18.075867,8,64,64,34.049327,26.139000,65.928000,15.647060,11,64,64,0,0,0,0,0,0,1,1,11,1,0,1460,164,16,49152,42340,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,11,1,0,1460,1448,16,45056,43440,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,---,6,9,-,-,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,-,-,0.0,0.0,-
172.16.1.200,47398,9,0,8,3,1767,4,1767,0,0,0,1,1,172.16.1.1,50477,7,0,7,3,1906,2,1906,0,0,0,1,1,1529420357124.335938,1529420357284.437012,160.101000,26.742000,28.003000,94.896000,68.503000,26.709000,26.778000,1,1,0,0,8192,0,0,1.362773,0.025000,6.670000,2.966829,5,64,64,26.252844,25.980000,26.684000,0.330439,4,64,64,0,0,0,0,0,0,1,1,11,1,0,1460,1369,17,47104,42340,0,1369,38,343,0,0,0,0,0,0,0,0,0,1,1,11,1,0,1460,1018,888,49152,43440,0,1018,1,888,0,0,0,0,0,0,0,0,0,0,0,---,4,2,-,-,0,0,0,61.833000,68.503000,94.844000,0.000000,1713,0,-,-,0.0,0.0,-
172.16.1.200,47394,9,0,8,2,6032,5,6032,0,0,0,1,1,172.16.1.1,50477,8,0,8,4,1906,2,1906,0,0,0,1,1,1529420357124.208008,1529420357284.761963,160.554000,26.917000,27.662000,95.049000,59.460000,26.783000,26.947000,1,1,0,0,8192,0,0,6.661889,0.014000,36.871000,14.845267,6,64,64,27.016075,25.957000,28.844000,1.261446,4,64,64,0,0,0,0,0,0,1,1,11,1,0,1460,4265,17,47104,42340,0,4303,17,343,0,0,0,0,0,0,0,0,0,1,1,11,1,0,1460,1018,888,57344,43440,0,1018,1,888,0,0,0,0,0,0,0,0,0,0,0,---,5,2,-,-,0,0,0,56.506000,59.460000,86.000000,0.000000,1713,0,-,-,0.0,0.0,-
172.16.1.200,47400,9,0,8,3,1767,4,1767,0,0,0,1,1,172.16.1.1,50477,7,0,7,3,1906,2,1906,0,0,0,1,1,1529420357124.530029,1529420357284.779053,160.249000,27.262000,28.268000,93.006000,66.095000,27.221000,27.298000,1,1,0,0,8192,0,0,0.927581,0.020000,4.525000,2.011021,5,64,64,26.591835,26.085000,27.186000,0.527870,4,64,64,0,0,0,0,0,0,1,1,11,1,0,1460,1369,17,47104,42340,0,1369,38,343,0,0,0,0,0,0,0,0,0,1,1,11,1,0,1460,1018,888,49152,43440,0,1018,1,888,0,0,0,0,0,0,0,0,0,0,0,---,4,2,-,-,0,0,0,61.570000,66.095000,92.978000,0.000000,1713,0,-,-,0.0,0.0,-
172.16.1.200,47396,8,0,7,2,1767,4,1767,0,0,0,1,1,172.16.1.1,50477,7,0,7,3,1906,2,1906,0,0,0,1,1,1529420357124.302979,1529420357284.788086,160.485000,27.538000,28.843000,93.226000,66.363000,27.538000,27.584000,1,1,0,0,8192,0,0,0.935781,0.011000,4.524000,2.006034,5,64,64,26.695833,26.217000,27.518000,0.605538,4,64,64,0,0,0,0,0,0,1,1,11,1,0,1460,1369,17,47104,42340,0,1369,38,343,0,0,0,0,0,0,0,0,0,1,1,11,1,0,1460,1018,888,49152,43440,0,1018,1,888,0,0,0,0,0,0,0,0,0,0,0,---,4,2,-,-,0,0,0,61.839000,66.363000,93.150000,0.000000,1713,0,-,-,0.0,0.0,-
172.16.1.200,40372,9,0,8,3,1767,4,1767,0,0,0,1,1,172.16.1.1,50392,7,0,7,3,1906,2,1906,0,0,0,1,1,1529420362944.167969,1529420363121.449951,177.282000,26.343000,27.271000,98.453000,71.720000,25.951000,26.381000,1,1,0,0,8192,0,0,2.075358,0.017000,10.180000,4.530668,5,64,64,25.881353,25.706000,26.160000,0.199232,4,64,64,0,0,0,0,0,0,1,1,11,1,0,1460,1369,17,47104,42340,0,1369,38,343,0,0,0,0,0,0,0,0,0,1,1,11,1,0,1460,1018,888,49152,43440,0,1018,1,888,0,0,0,0,0,0,0,0,0,0,0,---,4,2,-,-,0,0,0,61.540000,71.720000,97.880000,0.000000,1713,0,-,-,0.0,0.0,-
172.16.1.200,40374,9,0,8,3,1767,4,1767,0,0,0,1,1,172.16.1.1,50392,7,0,7,3,1906,2,1906,0,0,0,1,1,1529420362944.245117,1529420363121.488037,177.243000,26.799000,28.067000,98.405000,71.703000,26.103000,26.831000,1,1,0,0,8192,0,0,2.084958,0.030000,10.216000,4.545453,5,64,64,26.199095,25.964000,26.680000,0.325126,4,64,64,0,0,0,0,0,0,1,1,11,1,0,1460,1369,17,47104,42340,0,1369,38,343,0,0,0,0,0,0,0,0,0,1,1,11,1,0,1460,1018,888,49152,43440,0,1018,1,888,0,0,0,0,0,0,0,0,0,0,0,---,4,2,-,-,0,0,0,61.487000,71.703000,98.383000,0.000000,1713,0,-,-,0.0,0.0,-
172.16.1.200,40368,10,0,9,3,21862,5,21862,0,0,0,1,1,172.16.1.1,50392,8,0,8,4,1906,2,1906,0,0,0,1,1,1529420362943.906982,1529420363121.575928,177.669000,26.254000,27.009000,111.602000,59.267000,25.856000,26.292000,1,1,0,0,8192,0,0,0.601823,0.016000,3.393000,1.367516,6,64,64,25.906852,25.737000,26.235000,0.225611,4,64,64,0,0,0,0,0,0,1,1,11,1,0,1460,13032,38,47104,42340,0,13070,38,343,0,0,0,0,0,0,0,0,0,1,1,11,1,0,1460,1018,888,88064,43440,0,1018,1,888,0,0,0,0,0,0,0,0,0,0,0,---,4,2,-,-,0,0,0,55.874000,59.267000,85.502000,0.000000,1713,0,-,-,0.0,0.0,-
172.16.1.200,40370,9,0,8,3,1767,4,1767,0,0,0,1,1,172.16.1.1,50392,7,0,7,3,1906,2,1906,0,0,0,1,1,1529420362944.062012,1529420363121.593994,177.532000,27.024000,27.805000,98.582000,71.861000,26.146000,27.055000,1,1,0,0,8192,0,0,2.092758,0.023000,10.262000,4.566786,5,64,64,26.200345,25.954000,26.659000,0.312791,4,64,64,0,0,0,0,0,0,1,1,11,1,0,1460,1369,17,47104,42340,0,1369,38,343,0,0,0,0,0,0,0,0,0,1,1,11,1,0,1460,1018,888,49152,43440,0,1018,1,888,0,0,0,0,0,0,0,0,0,0,0,---,4,2,-,-,0,0,0,61.599000,71.861000,98.520000,0.000000,1713,0,-,-,0.0,0.0,-
