9.777378,0.112,39.993,164,16,49152,42340,164,16,164,0,0,0,0,Random
1.354573,0.01,6.698,1369,17,47104,42340,1369,38,343,0,0,0,0,Random
7.160381,0.016,39.591,4265,17,47104,42340,4303,17,343,0,0,0,0,Random
0.908182,0.012,4.414,1369,17,47104,42340,1369,38,343,0,0,0,0,Random
0.928581,0.011,4.505,1369,17,47104,42340,1369,38,343,0,0,0,0,Random
1.181776,0.011,5.811,1369,17,47104,42340,1369,38,343,0,0,0,0,Random
2.295154,0.009,11.361,1369,17,47104,42340,1369,38,343,0,0,0,0,Random
0.860273,0.013,5.824,8688,38,47104,42340,8726,38,343,0,0,0,0,Random
2.296554,0.01,11.371,1369,17,47104,42340,1369,38,343,0,0,0,0,Random
9.657754,0.051,39.25,164,16,49152,42340,164,16,164,0,0,0,0,Random
0.027815,0.006,11.767,26064,38,47104,42340,802192,38,343,70,695,1181,0,Random
0.034576,0.007,25.255,26064,38,47104,42340,2800296,38,343,253,872,508,0,Random
0.034535,0.006,21.847,31856,38,47104,42340,1876608,38,343,401,599,1349,1,Random
0.030535,0.006,20.998,62264,38,47104,42340,2260328,38,343,62,754,1758,3,Random
0.029959,0.007,4.611,26064,38,47104,42340,363448,38,343,0,330,439,0,Random
0.039684,0.007,37.962,26064,38,47104,42340,2932200,38,343,105,1194,1571,0,Random
0.030828,0.007,3.424,26064,38,47104,42340,1954800,38,343,86,1115,786,0,Random
0.027359,0.006,25.929,26064,38,47104,42340,1759320,38,343,119,824,1254,1,Random
7.683372,0.01,38.917,1369,17,47104,42340,1369,17,343,0,0,0,0,Random
7.660206,0.015,38.782,1369,17,47104,42340,1369,17,343,0,0,0,0,Random
3.886692,0.016,39.188,8688,17,47104,42340,8688,17,343,0,0,0,0,Random
6.977384,0.013,39.075,1369,17,47104,42340,1369,17,343,0,0,0,0,Random
8.691355,0.008,39.522,1369,17,47104,42340,1369,17,343,0,0,0,0,Random
8.119531,0.01,36.11,1369,17,47104,42340,1369,17,343,0,0,0,0,Random
8.130864,0.01,36.158,1369,17,47104,42340,1369,17,343,0,0,0,0,Random
4.837502,0.012,38.779,2896,17,47104,42340,2934,17,343,0,0,0,0,Random
9.995375,0.055,39.75,164,16,49152,42340,164,16,164,0,0,0,0,Random
0.030917,0.006,15.081,26064,38,47104,42340,876040,38,343,38,1148,1626,0,Random
0.026906,0.005,22.68,26064,38,47104,42340,738480,38,343,11,1669,4110,0,Random
0.025344,0.006,10.422,26064,38,47104,42340,764544,38,343,30,1585,3662,0,Random
0.029559,0.006,38,26064,38,47104,42340,765992,38,343,31,1412,3573,0,Random
0.026483,0.006,37.471,26064,38,47104,42340,883280,38,343,26,1930,4154,0,Random
0.02485,0.006,23.261,26064,38,47104,42340,2906136,38,343,8,2057,3721,0,Random
0.038536,0.006,39.969,31856,38,47104,42340,6255360,38,343,510,1869,5137,1,Random
0.02538,0.006,23.637,44888,38,47104,42340,5343120,38,343,668,2768,4767,8,Random
7.324378,0.013,37.164,1369,17,47104,42340,1369,17,343,0,0,0,0,Random
7.383544,0.009,37.466,1369,17,47104,42340,1369,17,343,0,0,0,0,Random
0.443869,0.012,3.263,4913,17,47104,42340,5367,17,343,0,0,1,0,Random
7.38471,0.01,37.518,1369,17,47104,42340,1369,17,343,0,0,0,0,Random
9.797628,0.066,39.586,164,16,49152,42340,164,16,164,0,0,0,0,Random
9.315509,0.051,37.491,164,16,49152,42340,164,16,164,0,0,0,0,Random
1.228375,0.011,6.004,1369,17,47104,42340,1369,38,343,0,0,0,0,Random
1.255775,0.009,6.103,1369,17,47104,42340,1369,38,343,0,0,0,0,Random
1.248175,0.012,6.01,1369,17,47104,42340,1369,38,343,0,0,0,0,Random
6.640223,0.016,36.864,4265,17,47104,42340,4303,17,343,0,0,0,0,Random
0.039698,0.006,37.058,34752,38,47104,42340,4423680,38,343,437,848,1441,1,Random
0.040259,0.006,25.322,30408,38,47104,42340,2832384,38,343,336,806,1164,2,Random
0.038695,0.006,37.16,60816,38,47104,42340,2648064,38,343,174,1226,1320,0,Random
