c_rtt_min:46,s_rtt_min:53,c_mss_min:72,c_win_max:73,c_win_min:74,c_win_0:75,c_cwin_max:76,c_cwin_min:77,c_cwin_ini:78,c_pkts_rto:79,c_pkts_fs:80,c_pkts_reor:81,c_pkts_dup:82,c_pkts_unk:83,s_mss_min:95,s_win_max:96,s_win_min:97,s_win_0:98,s_cwin_max:99,s_cwin_min:100,s_cwin_ini:101,s_pkts_rto:102,s_pkts_fs:103,s_pkts_reor:104,s_pkts_dup:105,s_pkts_unk:106
10.146000,36.001000,16,49152,42340,0,164,16,164,0,0,0,0,0,16,45056,43440,0,1480,16,64,0,0,0,0,0
9.123000,36.362000,17,47104,42340,0,1369,38,343,0,0,0,0,0,888,49152,43440,0,1018,1,888,0,0,0,0,0
10.026000,36.332000,17,47104,42340,0,1369,38,343,0,0,0,0,0,888,49152,43440,0,1018,1,888,0,0,0,0,0
3.048000,36.189000,17,47104,42340,0,4303,17,343,0,0,0,0,0,888,57344,43440,0,1018,1,888,0,0,0,0,0
10.015000,36.274000,17,47104,42340,0,1369,38,343,0,0,0,0,0,888,49152,43440,0,1018,1,888,0,0,0,0,0
0.078000,35.967000,17,47104,42340,0,1369,17,343,0,0,0,0,0,888,49152,43440,0,1018,1,888,0,0,0,0,0
10.018000,36.070000,17,47104,42340,0,1369,17,343,0,0,0,0,0,888,49152,43440,0,1018,1,888,0,0,0,0,0
0.067000,36.156000,17,47104,42340,0,5303,17,343,0,0,0,0,0,888,61440,43440,0,1018,1,888,0,0,0,0,0
2.116000,36.091000,17,47104,42340,0,1369,17,343,0,0,0,0,0,888,49152,43440,0,1018,1,888,0,0,0,0,0
10.028000,35.828000,17,47104,42340,0,1369,38,343,0,0,0,0,0,888,49152,43440,0,1018,1,888,0,0,0,0,0
1.235000,36.137000,17,47104,42340,0,1369,38,343,0,0,0,0,0,888,49152,43440,0,1018,1,888,0,0,0,0,0
0.144000,33.251000,17,47104,42340,0,1369,38,343,0,0,0,0,0,888,49152,43440,0,1018,1,888,0,0,0,0,0
0.743000,34.959000,38,47104,42340,0,13070,38,343,0,0,0,0,0,888,88064,43440,0,1018,1,888,1,0,0,0,0
10.031000,31.858000,17,47104,42340,0,1369,17,343,0,0,1,0,0,888,51200,43440,0,1018,1,888,0,0,0,0,0
10.045000,35.789000,17,47104,42340,0,8122,55,343,1,0,1,0,1,888,69632,43440,0,1018,1,888,0,0,0,0,0
0.042000,31.875000,17,47104,42340,0,1369,17,343,0,0,1,0,0,888,51200,43440,0,1018,1,888,0,0,0,0,0
10.043000,35.805000,17,47104,42340,0,15002,17,343,0,0,2,0,1,888,106496,43440,0,1018,1,888,0,0,0,0,0
10.060000,35.750000,16,49152,42340,0,164,16,164,0,0,0,0,0,16,45056,43440,0,1480,16,64,0,0,0,0,0
0.010000,36.080000,38,47104,42340,0,6960536,38,343,159,251,5447,0,595,888,16777216,43440,0,1018,1,888,0,0,0,0,0
0.009000,36.126000,38,47104,42340,0,2801880,38,343,546,242,4170,0,87,888,3969024,43440,0,1018,1,888,0,0,0,0,0
0.010000,36.086000,38,47104,42340,0,2232816,38,343,193,85,3290,0,36,888,6887424,43440,0,1018,1,888,0,0,0,0,0
0.010000,36.219000,38,47104,42340,0,3929872,38,343,855,256,667,0,18,888,4722688,43440,0,1018,1,888,0,0,0,0,0
0.009000,30.839000,38,47104,42340,0,2736720,38,343,5,379,6388,0,345,888,6969344,43440,0,1018,1,888,0,0,0,0,0
0.010000,36.298000,38,47104,42340,0,1442208,38,343,168,271,6614,0,182,888,6494208,43008,0,1018,1,888,0,0,0,0,0
0.009000,36.201000,38,47104,42340,0,3518640,38,343,511,318,9094,0,331,888,4755456,43440,0,1018,1,888,0,0,0,0,0
0.010000,36.187000,38,47104,42340,0,2752648,38,343,583,160,7095,0,89,888,5017600,43440,0,1018,1,888,0,0,0,0,0
10.013000,27.711000,17,47104,42340,0,4930,38,343,0,0,0,0,0,888,57344,43440,0,1018,1,888,0,0,0,0,0
10.043000,26.468000,17,47104,42340,0,1369,17,343,0,0,0,0,0,888,49152,43440,0,1018,1,888,0,0,0,0,0
10.028000,27.794000,17,47104,42340,0,5367,17,343,0,0,0,0,0,888,59392,43440,0,1018,1,888,0,0,0,0,0
10.024000,27.921000,17,47104,42340,0,1369,17,343,0,0,0,0,0,888,49152,43440,0,1018,1,888,0,0,0,0,0
0.010000,36.229000,38,47104,42340,0,3472272,38,343,645,250,2053,0,246,888,6627328,43008,0,1018,1,888,0,0,0,0,0
0.018000,35.976000,38,47104,42340,0,2867040,38,343,494,225,1840,0,138,888,8943616,43440,0,1018,1,888,0,0,0,0,0
0.011000,36.123000,38,47104,42340,0,5538600,343,343,1549,178,2730,0,217,888,7041024,43440,0,1018,1,888,0,0,0,0,0
0.014000,36.178000,38,47104,42340,0,7102440,38,343,878,602,3960,0,839,888,12138496,43440,0,1018,1,888,0,0,0,0,0
10.050000,35.920000,16,49152,42340,0,164,16,164,0,0,0,0,0,16,45056,43440,0,1480,16,64,0,0,0,0,0
0.016000,26.021000,38,47104,42340,0,7154568,38,343,694,1025,10259,0,202,888,16531456,2048,2,1018,1,888,0,0,0,0,0
